,Planet Radius Value,Stellar Mass,Orbital Period Value,Star Radius Value,Effective Temperature Value,J mag,V mag,TIC Declination,Effective Stellar Flux Value,mass_flag,pl_masses,Ars,K_amp,TSM,Full TOI ID
987,3.22,0.85,4.17625551,0.78,4996,12.063,,39.249776,146.9100622,0,10.4836,13.25762028,4.647499178,25.1392653,Kepler-472 b
988,6.39,0.88,6.21229,0.77,5080,12.154,14.8,1.426452,88.06706869,1,69.92,17.70382638,26.53258606,22.9156768,CoRoT-8 b
989,0.78,0.13,1.2137672,0.17,3068,12.177,16.124,44.61916,18.02510558,0,0.3993,14.27309938,0.93442072,16.46347349,Kepler-42 b
990,0.73,0.13,0.45328509,0.17,3068,12.177,16.124,44.61916,67.0239113,0,0.315,7.401884674,1.023626903,23.75652887,Kepler-42 c
991,0.57,0.13,1.865169,0.17,3068,12.177,16.124,44.61916,10.16484503,0,0.1299,19.00670427,0.263425636,17.1142599,Kepler-42 d
992,2.2,1.02,28.86235584,1.06,5849,11.846,,50.075375,34.28707076,0,5.4862,37.61356855,1.130693198,6.272628622,Kepler-513 b
993,0.65,0.7,0.91614077,0.67,4439,12.225,,42.197678,581.1789322,0,0.2079,5.262133313,0.173934437,2.745862589,Kepler-1351 b
994,13.54,1.21,3.0652907,1.2,6229,11.765,,-34.122306,1002.885448,1,314.6517,7.887828958,122.1986656,43.83145117,WASP-175 b
995,1.99,1.15,5.45849832,1.14,5894,11.91,,47.396294,347.7406101,0,4.626,11.9933096,1.533321381,8.247836714,Kepler-526 b
996,13.395,1.08,7.817953,1.66,5542,11.875,13.233,-25.34971,372.2576824,1,1080.622,10.24843843,331.3427456,4.79135874,HATS-61 b
997,3.046,1.01,7.055784,1.18,5755,11.839,13.01,-0.51762,262.2438782,0,9.5388,13.16692811,3.164814443,13.09573888,K2-204 b
998,13.85,1.1,1.915291,1.56,5599,11.885,13.276,-20.166317,2207.077435,0,125.2042,4.295944258,60.60791846,80.39799479,HATS-9 b
999,3.95,1.01,14.786889,0.98,5817,11.934,13.251,-11.009296,70.39898402,0,14.8378,25.96339135,3.846923145,18.33930817,K2-193 b
1000,2.21,0.91,30.99660733,0.84,5322,11.994,,40.288605,14.48036672,0,5.5287,47.91885674,1.200626412,7.566105935,Kepler-632 b
1001,2.28,0.96,10.04556931,0.87,5668,11.89,,46.249081,86.62547483,0,5.8297,22.22201093,1.778515754,12.0507351,Kepler-484 b
1002,1.03,0.82,14.00947528,0.79,5193,12.028,,40.843853,35.88038245,0,1.0803,28.98375175,0.327676303,0.825453742,Kepler-1347 b
1003,1.7,0.93,4.50756,,,11.846,13.116,-14.121665,,0,3.5393,,,,EPIC 206024342 b
1004,1.66,1.1,19.67416124,1.09,6112,11.806,,41.617763,68.5221431,0,3.3989,29.05344996,0.75688234,4.98164664,Kepler-520 b
1005,1.07,1.1,5.21104261,1.09,6112,11.806,,41.617763,402.8342672,0,1.2381,11.98257002,0.429308588,0.859982422,Kepler-520 c
1006,2.25,0.3,18.4498,0.31,3390,12.451,15.63,0.005301,1.358794494,0,5.6999,63.4700726,3.083469778,25.49926593,K2-9 b
1007,14.908,1.5,4.193649,1.71,6424,11.765,12.681,-27.050388,1314.413641,1,3082.951,7.328102302,934.5996353,3.146240537,HATS-41 b
1008,4.81,0.96,5.4122,0.89,5827,11.811,,46.276237,230.9841247,0,20.7396,14.38286678,7.775806752,36.75868542,Kepler-105 b
1009,1.31,0.96,7.1262,0.89,5827,11.811,,46.276237,160.0552432,1,4.6,17.27832231,1.573529386,0.504671614,Kepler-105 c
1010,10.862,1.1,3.312846,1.1,5880,11.866,13.113,-22.204477,642.8838836,1,167.1786,8.778794253,67.41693359,43.29184295,HATS-10 b
1011,1.7,1.6,23.5540725,1.73,8480,11.566,,40.144409,391.9303856,0,3.5393,23.3848035,0.578183778,3.523073623,Kepler-1115 b
1012,2.35,0.52,9.30075,0.49,3717,12.341,15.621,-8.53592,8.475608062,0,6.1372,30.55245952,2.89098546,17.95420461,K2-251 b
1013,17.598,1.38,4.5776348,1.62,6572,11.833,12.746,-29.937889,1215.478606,1,200.2329,7.975683984,62.32364563,84.37638255,HATS-39 b
1014,2.49,0.74,125.4131177,0.69,4540,12.25,,41.201741,0.921179954,0,6.7716,138.256626,1.059269202,5.844898671,Kepler-1540 b
1015,12.722,0.9,1.8053564,0.85,5215,12.03,13.6,44.027641,609.9732844,1,1938.763,7.08924044,1094.189603,9.192653734,Qatar-4 b
1016,16.376,1.19,2.1746742,1.34,6280,11.834,13.18,51.041115,2064.710878,1,255.8532,5.587739516,112.6536659,88.74572653,WASP-92 b
1017,7.14,1.23,394.6244904,1.64,6059,11.842,,48.521339,2.5515889,0,40.5921,147.9595632,3.088118458,5.781994765,Kepler-849 b
1018,21.185,1.21,2.6054552,1.86,5835,11.892,13.145,11.989404,2304.211046,1,167.4964,4.566327766,68.67065831,152.4383368,HAT-P-65 b
1019,1.41,1.06,15.0217983,1.29,5863,11.925,,38.565232,119.3604653,0,2.5753,20.25610896,0.643132504,0.471770276,Kepler-1493 b
1020,4.16,0.79,704.1984,0.76,5308,12.009,,45.087776,0.200312193,0,16.2037,405.2794873,1.365258761,6.538453788,Kepler-421 b
1021,18.181,1.36,4.8854892,1.97,5933,11.833,,41.0898,1105.336423,1,140.163,6.816288189,43.10774218,87.77496857,Kepler-7 b
1022,2.5,1.21,18.11472949,1.35,6187,11.833,,49.737206,115.6262928,0,6.8179,22.91808993,1.464536769,6.22512843,Kepler-885 b
1023,2.36,0.75,56.35418576,0.72,4871,12.173,,48.107555,3.82733445,0,6.1817,78.07905344,1.251244572,7.405757691,Kepler-482 b
1024,1.25,,7.031462,1.33,6090,11.83,,46.74456,,0,2.0985,,,,Kepler-403 b
1025,1.75,,54.280749,1.33,6090,11.83,,46.74456,,0,3.7181,,,,Kepler-403 c
1026,1.42,,13.61159129,1.33,6090,11.83,,46.74456,,0,2.6064,,,,Kepler-403 d
1027,1.6,0.99,23.8990296,0.98,5722,11.945,,47.989002,35.21662482,0,3.1927,35.51962152,0.714811851,4.665722665,Kepler-1069 b
1028,2.45,0.96,13.1225,0.95,5532,11.959,13.357,-6.027876,65.63582528,0,6.5877,24.31870002,1.838504292,10.02962672,K2-293 b
1029,4.38,1.6,14.80074836,2.01,7005,11.757,,40.811382,457.7212791,0,17.6873,14.76597795,3.373423343,7.761194173,Kepler-959 b
1030,2.57,0.87,12.92491623,0.79,5192,12.014,,48.606373,38.37464916,0,7.1456,28.01519479,2.140262971,13.15830334,Kepler-532 b
1031,1.23,1,5.69919514,0.94,5715,11.931,,49.923161,216.572808,0,2.0417,14.28818266,0.732213846,0.861061238,Kepler-884 b
1032,16.814,1.42,4.637038,1.74,6438,11.831,12.766,-46.587715,1245.347637,1,168.4499,7.561416001,51.22109125,76.3617942,HATS-27 b
1033,0.74,,7.415563,0.62,4504,12.309,,45.97102,,0,0.3307,,,,Kepler-345 b
1034,1.2,,9.387427,0.62,4504,12.309,,45.97102,,0,1.8666,,,,Kepler-345 c
1035,0.93,1.25,6.9131112,1.42,6335,11.839,,48.544197,497.0801468,0,0.7495,11.58848111,0.217198905,0.570522115,Kepler-1421 b
1036,13.227,0.84,4.3888497,0.81,5099,12.064,13.593,-30.970833,162.1651775,1,82.9536,13.14430751,36.45714553,187.965344,HATS-43 b
1037,2.12,0.74,2.25021,0.69,4667,12.38,14.956,-10.069232,218.9939696,0,5.1514,9.47558456,3.078082772,17.53777403,K2-247 b
1038,2.19,0.74,6.49424,0.69,4667,12.38,14.956,-10.069232,53.29565173,0,5.4439,19.20773702,2.284704646,12.84929417,K2-247 c
1039,19.055,1.41,2.032046,1.56,6387,11.859,13.03,37.021825,2926.941602,1,597.5204,4.854374652,240.3325904,47.64727177,Qatar-7 b
1040,16.477,0.78,4.1117771,0.87,5313,11.859,12.76,-0.737139,252.7337649,1,159.5507,11.43127009,75.29098429,201.0817338,WASP-183 b
1041,2.67,0.97,28.67992,0.96,5772,11.952,13.213,-1.065755,27.81403542,0,7.6247,40.6693406,1.628418933,8.890309114,K2-7 b
1042,1.23,0.98,2.29503623,0.94,5723,11.956,,44.932617,742.3041647,0,2.0417,7.739324047,1.004990323,1.158186589,Kepler-1055 b
1043,3.642,1.11,39.721386,1.28,5979,11.881,12.908,-8.92715,33.70706665,0,12.9251,39.64086428,2.263571993,8.245517943,K2-194 b
1044,2.1,0.64,10.003417,0.57,4014.73,12.367,14.907,-3.905585,12.33365858,0,5.0691,29.54698783,2.029295391,12.44034997,K2-4 b
1045,18.383,1.27,3.37796,1.87,6050,11.912,13.105,-24.427364,1843.589441,1,279.6904,5.488139362,101.8217982,55.29858775,HATS-31 b
1046,1.32,0.51,1.68269615,0.48,3712,12.437,,47.516293,80.08686201,0,2.3021,9.912467679,1.942343415,2.23599492,Kepler-617 b
1047,4.51,0.57,3.471149,0.54,3840.6,12.422,15.596,-3.97544,41.07121674,0,18.5889,14.81753148,11.44010171,45.00724253,K2-43 b
1048,2.42,0.57,2.198884,0.54,3840.6,12.422,15.596,-3.97544,75.49163275,0,6.4512,10.92937264,4.622820314,25.56083755,K2-43 c
1049,1.15,0.94,15.0447198,1.17,5889,11.965,,47.247044,108.0542578,0,1.6028,21.47873274,0.433427618,0.478760481,Kepler-1199 b
1050,2.53,,14.844387,1.85,6620,11.725,,40.30057,,0,6.9576,,,,Kepler-340 b
1051,3.37,,22.824669,1.85,6620,11.725,,40.30057,,0,11.3273,,,,Kepler-340 c
1052,10.16,1,16.33889626,2.52,4908,12.212,,42.898281,207.8852432,0,73.939,10.75582593,18.66593939,9.814585976,Kepler-643 b
1053,4.45,0.85,16.08066115,0.8,5203,12.191,,41.095161,30.12165136,0,18.1705,31.75519258,5.139294178,20.74256568,Kepler-636 b
1054,2.18,,10.381227,0.79,5098,12.127,,37.609184,,0,5.4017,,,,Kepler-261 b
1055,2,,24.570858,0.79,5098,12.127,,37.609184,,0,4.6656,,,,Kepler-261 c
1056,1.33,1.18,13.32351601,1.22,6155,11.891,,37.537304,141.6620121,0,2.3319,20.4916014,0.564286273,0.51832726,Kepler-1224 b
1057,3.33,,40.806231,1.55,6158,11.918,,37.376246,,0,11.0997,,,,Kepler-264 b
1058,2.83,,140.101261,1.55,6158,11.918,,37.376246,,0,8.4177,,,,Kepler-264 c
1059,13.384,0.9,1.48224686,0.87,5171,12.111,13.718,59.448788,803.4932807,1,568.9157,6.073016188,342.8966562,35.93573406,TrES-5 b
1060,1.76,0.97,70.6979061,0.9,5875,11.915,,49.738632,7.87942627,0,3.7543,79.16166711,0.593557528,4.3664648,Kepler-888 b
1061,1.91,0.61,5.73594,0.57,3930,12.449,14.91,-1.877976,24.54681829,0,4.3143,20.06938132,2.146542219,12.578277,K2-5 b
1062,2.26,0.61,10.93241,0.57,3930,12.449,14.91,-1.877976,10.38755795,0,5.743,30.85139873,2.304610165,12.6254672,K2-5 c
1063,0.89,,1.937055,0.48,3944,12.41,,43.657055,,0,0.6403,,,,Kepler-303 b
1064,1.14,,7.061149,0.48,3944,12.41,,43.657055,,0,1.5534,,,,Kepler-303 c
1065,1.29,,1.772419,1.47,6115,11.902,,42.459756,,0,2.2139,,,,Kepler-312 b
1066,3.15,,19.747412,1.47,6115,11.902,,42.459756,,0,10.0991,,,,Kepler-312 c
1067,8.4,1,15.4580567,1.28,5721,11.979,,39.854802,106.6111236,0,53.5093,20.40746795,13.760308,27.98651863,Kepler-628 b
1068,1.07,0.54,3.8867907,0.52,3755,12.473,,43.955017,31.02871026,0,1.2381,16.29613105,0.760699883,1.464182502,Kepler-186 b
1069,1.25,0.54,7.267302,0.52,3755,12.473,,43.955017,13.47062211,0,2.0985,24.73275776,1.046580362,1.117960993,Kepler-186 c
1070,1.4,0.54,13.342996,0.52,3755,12.473,,43.955017,5.991664071,0,2.5443,37.08451831,1.036267497,1.0579407,Kepler-186 d
1071,1.27,0.54,22.407704,0.52,3755,12.473,,43.955017,3.001618214,0,2.1559,52.3948552,0.738727336,0.784115584,Kepler-186 e
1072,11.433,1,2.516729,0.93,5403,12.032,13.459,-22.546885,503.6070647,1,420.471,8.374724246,198.0194031,24.47435289,HATS-4 b
1073,12.733,0.66,3.3569866,0.74,4987,12.117,,5.605374,207.9186578,1,72.7831,11.10397545,41.07730161,237.783214,NGTS-5 b
1074,14.493,0.98,4.2180278,1.04,5449,12.039,13.44,32.810764,331.6947472,1,98.2095,10.49568545,39.46542833,153.2671018,HAT-P-51 b
1075,1.58,1,31.5922646,1.32,5674,12.061,,47.448616,42.29595434,0,3.1252,31.8695357,0.633288225,2.510744924,Kepler-784 b
1076,11.32,1.37,4.2568,1.56,6740,11.936,13.292,0.12182,1380.380222,1,6883.91,7.871670684,2205.858114,0.693528289,CoRoT-3 b
1077,2.29,0.77,3.12686223,0.72,4755,12.272,,46.746468,161.372521,0,5.8732,11.45863112,3.062635002,17.33829402,Kepler-960 b
1078,1.09,,16.257582,1.46,5852,11.931,,43.141678,,0,1.323,,,,Kepler-212 b
1079,2.74,,31.805174,1.46,5852,11.931,,43.141678,,0,7.9677,,,,Kepler-212 c
1080,11.31,0.89,2.7535953,0.89,5131,12.195,14.068,29.022396,359.6079104,1,259.9849,8.937908388,128.4217549,35.68014285,HAT-P-52 b
1081,1.83,,12.691112,1.15,5960,11.919,,48.602814,,0,4.0116,,,,Kepler-110 b
1082,2.21,,31.719775,1.15,5960,11.919,,48.602814,,0,5.5287,,,,Kepler-110 c
1083,1.41,1.07,3.24755522,0.99,5763,12.007,,51.277081,502.6144163,0,2.5753,9.537317846,1.064887294,1.104926057,Kepler-537 b
1084,13.249,1.01,3.5852467,1.01,5808,12.02,13.207,25.731186,491.5233878,1,184.9771,9.795522567,76.90971809,73.3642077,HAT-P-55 b
1085,14.617,1.21,3.2346996,1.39,5647,12.001,,48.239964,845.9925711,1,212.3104,7.058278471,80.9879154,52.36307083,Kepler-6 b
1086,0.96,0.71,1.58252,,,12.258,14.051,-7.972406,,0,0.8397,,,,EPIC 206317286 b
1087,2.7,1.41,42.913751,2.06,6101,11.983,,38.266328,72.79448551,0,7.7709,28.08660829,1.130776923,2.45636248,Kepler-1452 b
1088,2.3,0.92,5.34264507,0.88,5508,12.284,,44.751011,188.7015231,0,5.9169,14.21826643,2.292102776,12.07119009,Kepler-1643 b
1089,1.86,1.05,39.8189932,1.31,5820,12.012,,49.937778,32.78606396,0,4.1241,38.08446124,0.748899281,3.024625977,Kepler-1488 b
1090,1.41,0.84,2.151894,0.78,5068,12.158,13.853,11.848265,379.5679998,0,2.5753,8.487404578,1.435330332,1.547847114,K2-268 b
1091,2.69,0.84,9.326841,0.78,5068,12.158,13.853,11.848265,53.71200033,0,7.7221,22.56233467,2.639701931,14.57915483,K2-268 c
1092,1.19,1.14,12.5720095,1.21,6188,11.923,,40.547181,157.3972392,0,1.8115,19.64936602,0.457317044,0.49152594,Kepler-1276 b
1093,1.63,,4.069427,0.67,4668,12.255,,41.322006,,0,3.2951,,,,Kepler-202 b
1094,1.85,,16.282493,0.67,4668,12.255,,41.322006,,0,4.0865,,,,Kepler-202 c
1095,3.17,1.57,11.0895723,2.42,6403,11.902,,38.211956,689.2549492,0,10.2083,10.05364497,2.170863789,4.056115669,Kepler-774 b
1096,12.218,0.89,2.4997,0.98,5241,12.14,13.68,-14.068292,539.9657955,1,295.5819,7.610123105,150.789946,37.04857733,NGTS-8 b
1097,2.57,0.88,7.17256,0.92,5528,12.079,13.402,-9.414005,145.5442577,0,7.1456,16.30741107,2.584695423,13.14062695,K2-248 b
1098,1.52,1.45,15.6049212,1.75,6681,11.964,,44.925827,285.6817697,0,2.9261,17.00153632,0.585518318,2.289910126,Kepler-1586 b
1099,2.1,0.68,9.0063,0.62,4434,12.35,14.501,-14.069886,23.98462676,0,5.0691,25.84469332,2.018335215,12.51437576,K2-57 b
1100,1.38,0.93,7.2385854,0.84,5444,12.107,,39.945013,108.6606054,0,2.4828,18.30402755,0.862950174,0.97189722,Kepler-629 b
1101,14.863,0.77,0.882059,0.75,4730,12.222,14.087,-30.399345,926.7111962,1,425.5744,4.731475158,338.3760767,87.17001329,NGTS-6 b
1102,2.54,0.76,50.92092,0.73,4726.29,12.259,14.049,15.655983,3.956924693,0,7.0044,72.29501084,1.453606918,7.682564938,K2-118 b
1103,0.68,0.83,3.50470358,0.79,5101,12.204,,46.911694,210.2114381,0,0.2443,11.55390955,0.116655394,1.506879531,Kepler-1558 b
1104,1.31,0.69,5.714932,0.64,4925,12.256,,45.349865,70.64889741,1,9,18.57831248,4.12974539,0.331247902,Kepler-62 b
1105,0.54,0.69,12.4417,0.64,4925,12.256,,45.349865,25.03881921,1,4,31.20700103,1.416178096,0.040279137,Kepler-62 c
1106,1.95,0.69,18.16406,0.64,4925,12.256,,45.349865,15.11829821,1,14,40.16127609,4.369262959,3.167917629,Kepler-62 d
1107,1.61,0.69,122.3874,0.64,4925,12.256,,45.349865,1.187967428,1,36,143.2704718,5.948508062,0.36711203,Kepler-62 e
1108,1.41,0.69,267.291,0.64,4925,12.256,,45.349865,0.419251248,1,35,241.1691627,4.457496961,0.029479037,Kepler-62 f
1109,2.47,1.12,448.303558,1.19,6137,12.033,,43.91362,1.269730264,0,6.6794,215.1805429,0.518384363,2.328464687,Kepler-1632 b
1110,1,0.61,3.96151,,,12.41,14.717,5.988378,,0,0.9718,,,,EPIC 201833600 c
1111,1.59,0.61,8.7529,,,12.41,14.717,5.988378,,0,3.1589,,,,K2-50 b
1112,1.29,0.95,5.50860439,0.91,5556,12.064,,46.457954,196.3187901,0,2.2139,14.18371602,0.830957705,0.897086193,Kepler-1012 b
1113,13.204,0.93,2.797436,0.88,5500,12.092,13.23,51.269138,441.3487577,1,371.528,9.270025153,177.2828458,44.8502356,HAT-P-37 b
1114,3.18,1.34,22.20813214,1.46,6406,11.915,,43.998039,110.6629366,0,10.2631,25.11419495,1.924369808,7.040757127,Kepler-521 b
1115,1.52,,2.248329,0.8,5105,12.229,,46.002254,,0,2.9261,,,,Kepler-326 b
1116,1.4,,4.580358,0.8,5105,12.229,,46.002254,,0,2.5443,,,,Kepler-326 c
1117,1.21,,6.766888,0.8,5105,12.229,,46.002254,,0,1.9229,,,,Kepler-326 d
1118,17.822,1.25,2.972086,1.88,6002,12.001,12.993,53.950863,2163.610811,1,248.8609,4.985961246,95.55352623,55.97593239,HAT-P-66 b
1119,2.37,,4.164389,0.51,3810,12.484,,47.604946,,0,6.2263,,,,Kepler-125 b
1120,0.74,,5.774464,0.51,3810,12.484,,47.604946,,0,0.3307,,,,Kepler-125 c
1121,0.87,0.55,1.64680191,0.53,3964,12.495,,44.107651,124.2674437,0,0.5903,9.074758935,0.477017582,2.225296761,Kepler-1152 b
1122,3.38,0.78,28.51120525,0.72,4758,12.335,,48.825146,8.420028426,0,11.3845,50.22715559,2.81727701,13.56504578,Kepler-533 b
1123,1.83,0.88,6.07972888,0.93,5382,12.181,,41.617195,166.5742719,0,4.0116,14.44873789,1.533268761,8.161200241,Kepler-638 b
1124,3.55,1.49,16.00494214,1.81,6769,11.887,,43.42691,305.7455892,0,12.3749,16.87001294,2.411293082,6.903160792,Kepler-1015 b
1125,11.949,0.96,95.272656,0.96,5625,12.175,13.69,6.204172,5.096382772,1,266.9772,90.23198717,38.47876384,12.26318138,CoRoT-9 b
1126,1.16,,3.614568,1.49,5593,12.111,,41.305393,,0,1.6532,,,,Kepler-363 b
1127,1.69,,7.542427,1.49,5593,12.111,,41.305393,,0,3.504,,,,Kepler-363 c
1128,2.05,,11.932125,1.49,5593,12.111,,41.305393,,0,4.8656,,,,Kepler-363 d
1129,1.71,0.89,4.7,0.95,,12.087,,48.244362,,1,3.5,11.95916334,1.446636009,,Kepler-414 b
1130,3.01,0.89,7.171,0.95,,12.087,,48.244362,,1,29.9,15.84973629,10.73499369,,Kepler-414 c
1131,2.2,1.5,23.9210791,1.84,6807,11.917,,48.665375,188.2455726,0,5.4862,21.74180537,0.930824326,3.084070212,Kepler-1137 b
1132,4.18,1.45,42.3514267,1.74,6725,11.952,,39.268958,76.5889721,0,16.3363,33.26962799,2.343524694,5.698070357,Kepler-1326 b
1133,2.98,1.4,3.334966,1.61,6747,12.097,13.412,-14.504056,2014.908548,0,9.1901,6.528903333,3.148629743,10.10793326,K2-278 b
1134,1.57,,4.612696,1.33,6133,12,,37.682819,,0,3.0916,,,,Kepler-356 b
1135,1.81,,13.121632,1.33,6133,12,,37.682819,,0,3.9374,,,,Kepler-356 c
1136,18.82,1.56,4.908897,2.11,6554,11.968,12.924,-29.800437,1712.23624,1,305.1168,6.683093228,85.501211,40.87223113,HATS-64 b
1137,2.24,1.05,15.95994513,0.98,5884,12.063,,49.540104,64.86484743,0,5.6569,27.67496724,1.393239209,7.97256476,Kepler-534 b
1138,1.68,0.94,29.6193421,0.96,5631,12.143,,38.54558,24.64526244,0,3.4688,41.11978345,0.748432674,4.32535526,Kepler-795 b
1139,1.61,,3.25427,1.29,6077,11.989,,46.768213,,0,3.2267,,,,Kepler-140 b
1140,1.8,,91.353282,1.29,6077,11.989,,46.768213,,0,3.9005,,,,Kepler-140 c
1141,2.12,0.86,12.49341307,0.81,5247,12.237,,37.769803,44.36854421,0,5.1514,26.60915153,1.57259343,9.119339194,Kepler-479 b
1142,1.6,1.09,15.3787546,1.13,6010,12.042,,48.626392,96.20039864,0,3.1927,23.70865931,0.776516297,4.314410558,Kepler-1050 b
1143,1.48,1.09,21.1284569,1.13,6010,12.042,,48.626392,62.98658384,0,2.7964,29.30025531,0.611800112,0.528818133,Kepler-1050 c
1144,1.5,1,6.49801525,1.06,5782,12.091,,43.320461,242.2429218,0,2.8609,13.82856497,0.982108838,5.067943232,Kepler-1005 b
1145,2.18,0.49,9.46781405,0.46,3631,12.596,,45.958771,6.910746524,0,5.4017,32.28765497,2.631683663,15.61301947,Kepler-732 b
1146,1.27,0.49,0.89304124,0.46,3631,12.596,,45.958771,160.9518244,0,2.1559,6.690383823,2.307408942,2.562159855,Kepler-732 c
1147,12.06,0.95,20.272615,0.88,5657,12.108,13.362,12.281936,34.72556149,0,98.9566,34.96183404,24.05708233,67.45338237,K2-115 b
1148,1.47,1.11,19.9157725,1.12,6087,12.022,,44.737057,69.59943417,0,2.7644,28.59237538,0.60940175,0.552117943,Kepler-1485 b
1149,0.86,1.21,4.45343281,1.32,6356,11.995,,44.921131,799.4683619,0,0.5663,9.198428227,0.194181804,0.724213489,Kepler-1435 b
1150,2.07,0.87,11.11990653,0.79,5240,12.274,,42.355367,48.65561478,0,4.9466,25.34209879,1.557796641,9.350085993,Kepler-477 b
1151,1.71,1.04,14.37508035,1.04,5913,12.123,,46.998291,86.19794493,0,3.5748,24.24453115,0.917508184,5.205068324,Kepler-1046 b
1152,4.08,1.06,14.55731705,1.34,5816,12.121,,38.945605,130.0457434,0,15.6775,19.09621136,3.956364559,9.8316796,Kepler-473 b
1153,2.15,0.48,6.98541,0.43,4006,12.598,,-9.881619,13.60604747,0,5.2759,28.00930849,2.883958104,20.76812132,K2-71 b
1154,3.36,1.41,5.08005848,2.06,6166,12.079,,38.458259,1306.608511,0,11.2702,6.771436142,3.340000213,6.529950166,Kepler-541 b
1155,1.89,0.75,31.6372,0.76,5054,12.295,14.085,2.780711,10.67164142,0,4.2378,50.33862528,1.039802327,6.08356119,K2-47 b
1156,1.07,0.8,31.80634,0.75,4990,12.323,,45.802124,9.393218823,0,1.2381,52.30465709,0.290474726,0.559425233,Kepler-1178 b
1157,2.46,,25.672083,1.23,6065,12.037,,41.272827,,0,6.6335,,,,Kepler-201 b
1158,2.85,,151.884058,1.23,6065,12.037,,41.272827,,0,8.519,,,,Kepler-201 c
1159,2.49,0.97,4.18200253,0.88,5490,12.192,,46.473557,249.2274241,0,6.7716,12.29117104,2.747678361,14.96830629,Kepler-652 b
1160,1.23,0.9,10.43547805,0.87,5555,12.198,,44.284233,79.30451949,0,2.0417,22.30825732,0.642061541,0.691472231,Kepler-271 b
1161,0.95,0.9,7.41086267,0.87,5555,12.198,,44.284233,125.1668673,0,0.8088,17.75701343,0.285084583,0.901423494,Kepler-271 c
1162,0.66,0.9,5.24972541,0.87,5555,12.198,,44.284233,198.213069,0,0.2196,14.11069716,0.08683117,1.248847464,Kepler-271 d
1163,1.78,1.06,12.98495573,1.09,6116,12.05,,50.300327,122.5461522,0,3.8271,21.75362319,1.003312584,5.637602149,Kepler-883 b
1164,1.46,0.79,0.93488424,0.74,4870,12.424,,45.315514,922.2572752,0,2.7325,5.027804303,2.094787694,1.987528381,Kepler-1039 b
1165,2,0.97,3.504725,1.11,5345,12.189,,44.746321,450.9049768,1,6.9,8.661625304,2.969617197,5.556463928,Kepler-18 b
1166,5.49,0.97,7.64159,1.11,5345,12.189,,44.746321,159.4821129,1,17.3,14.56417593,5.741881428,32.26358082,Kepler-18 c
1167,6.98,0.97,14.85888,1.11,5345,12.189,,44.746321,65.71162246,1,16.4,22.68928507,4.36098424,56.0398041,Kepler-18 d
1168,1.99,,2.024152,1.27,5790,12.092,,48.481281,,0,4.626,,,,Kepler-142 b
1169,2.86,,4.761702,1.27,5790,12.092,,48.481281,,0,8.5699,,,,Kepler-142 c
1170,2.16,,41.809118,1.27,5790,12.092,,48.481281,,0,5.3177,,,,Kepler-142 d
1171,14.359,1.05,3.332687,1.1,5645,12.146,13.356,10.206653,558.8435429,1,210.395,8.678192145,87.34302385,67.45031147,HAT-P-43 b
1172,2.32,0.55,7.06599,0.49,4127,12.608,,-10.48858,17.89886679,0,6.0046,25.91806995,2.986082483,18.82246074,K2-69 b
1173,4.71,,4.662715,1.19,5746,12.148,,46.793617,,0,20.012,,,,Kepler-318 b
1174,3.68,,11.815007,1.19,5746,12.148,,46.793617,,0,13.1551,,,,Kepler-318 c
1175,15.984,1.37,3.5484657,1.79,6297,12.115,,44.035046,1764.984759,1,670.9391,6.07635858,228.4404657,14.89917041,Kepler-5 b
1176,2.08,0.98,201.1214,0.96,5694,12.181,,48.131393,1.949030073,0,4.9873,149.5106547,0.552686935,2.975219311,Kepler-1040 b
1177,1.11,1.16,1.13854338,1.27,6260,12.142,,39.370798,4414.023658,0,1.412,3.797325502,0.784627202,0.966497692,Kepler-1531 b
1178,0.83,1.06,3.6146051,1.27,5880,12.146,,49.20248,781.9872604,0,0.4987,7.959784336,0.200231479,0.740888316,Kepler-1412 b
1179,1.19,0.92,0.97486893,0.84,5468,12.213,,41.703438,1613.567197,0,1.8115,4.79192455,1.237223691,1.596820491,Kepler-775 b
1180,2.17,1.11,18.0983,,,12.101,13.354,-14.359463,,0,5.3596,,,,EPIC 212424622 b
1181,2.54,0.38,6.51389,0.37,3459,12.621,16.588,-6.517851,7.182308509,0,7.0044,28.74190727,4.579509019,29.38157549,K2-242 b
