# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec  5 08:14:35 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_tranflag = 1
# CONSTRAINT:  and st_vjstr < 16)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_tranflag:    Planet Transit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_vjerr:       V-band (Johnson) Unc. [mag]
# COLUMN st_vjlim:       V-band (Johnson) Limit Flag
# COLUMN st_j:           J-band (2MASS) [mag]
# COLUMN st_jerr:        J-band (2MASS) Unc. [mag]
# COLUMN st_jlim:        J-band (2MASS) Limit Flag
# COLUMN st_h:           H-band (2MASS) [mag]
# COLUMN st_herr:        H-band (2MASS) Unc. [mag]
# COLUMN st_hlim:        H-band (2MASS) Limit Flag
# COLUMN st_k:           Ks-band (2MASS) [mag]
# COLUMN st_kerr:        Ks-band (2MASS) Unc. [mag]
# COLUMN st_klim:        Ks-band (2MASS) Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_tranflag,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_facility,st_vj,st_vjerr,st_vjlim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim
K2-214,b,K2-214 b,Transit,0,1,8.59680200,0.00100600,-0.00084700,0,0.083400,0.000900,-0.000900,0,,,,0,,,,0,,,,0,0,0,1,0,00h59m30.26s,14.876077,+04d13m40.1s,4.227798,303.28,4.02,-4.02,0,303.22,4.17,-4.17,0,11.805,0.208,0,V (Johnson),11.599,,0,5854.00,85.00,-85.00,0,1.05,0.03,-0.03,0,1.27,0.02,-0.02,0,2018-10-26,1,1006,18,-19,0,,,,0,,,,0,2.430,0.130,-0.130,0,K2,11.805,0.208,0,10.576,0.023,0,10.217,0.021,0,10.223,0.023,0
K2-266,b,K2-266 b,Transit,0,4,0.65852400,0.00001700,-0.00001700,0,0.013060,0.000200,-0.000210,0,,,,0,75.320,0.620,-0.700,0,1.77000,1.90000,-0.88000,0,0,0,1,0,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,0.60,-0.59,0,77.73,0.36,-0.36,0,11.808,0.020,0,V (Johnson),11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0,2018-10-26,1,1515,18,-18,0,879.5000,43.4000,-40.4000,0,,,,,3.300,1.800,-1.300,0,K2,11.808,0.020,0,9.611,0.027,0,9.041,0.023,0,8.897,0.023,0
K2-266,c,K2-266 c,Transit,0,4,7.81400000,0.00190000,-0.00160000,0,0.067900,0.001100,-0.001100,0,0.042000,0.043000,-0.030000,0,88.280,0.810,-0.410,0,4.51000,0.81000,-0.67000,0,0,0,1,0,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,0.60,-0.59,0,77.73,0.36,-0.36,0,11.808,0.020,0,V (Johnson),11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0,2018-10-26,1,665,8,-8,0,32.4000,1.6000,-1.5000,0,,,,,0.705,0.096,-0.085,0,K2,11.808,0.020,0,9.611,0.027,0,9.041,0.023,0,8.897,0.023,0
K2-266,d,K2-266 d,Transit,0,4,14.69700000,0.00034000,-0.00035000,0,0.103500,0.001600,-0.001700,0,0.047000,0.043000,-0.032000,0,89.460,0.320,-0.250,0,2.03000,0.64000,-0.43000,0,1,0,1,0,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,0.60,-0.59,0,77.73,0.36,-0.36,0,11.808,0.020,0,V (Johnson),11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0,2019-07-25,1,538,7,-6,0,13.9500,0.6800,-0.6300,0,8.90000,5.70000,-3.80000,0,2.930,0.140,-0.120,0,K2,11.808,0.020,0,9.611,0.027,0,9.041,0.023,0,8.897,0.023,0
K2-266,e,K2-266 e,Transit,0,4,19.48200000,0.00120000,-0.00120000,0,0.124900,0.001900,-0.002000,0,0.043000,0.036000,-0.030000,0,89.450,0.250,-0.180,0,2.21000,0.70000,-0.47000,0,1,0,1,0,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,0.60,-0.59,0,77.73,0.36,-0.36,0,11.808,0.020,0,V (Johnson),11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0,2019-07-25,1,490,6,-6,0,9.5810,0.4700,-0.4410,0,14.30000,6.40000,-5.00000,0,2.730,0.140,-0.110,0,K2,11.808,0.020,0,9.611,0.027,0,9.041,0.023,0,8.897,0.023,0
WASP-138,b,WASP-138 b,Transit,0,1,3.63443300,0.00000500,-0.00000500,0,0.049400,0.000700,-0.000700,0,,,,,88.500,0.900,-1.200,0,1.20000,0.13000,-0.19400,0,0,0,0,0,02h46m33.38s,41.639084,-00d27m50.1s,-0.463922,308.00,51.00,-51.00,0,419.16,7.63,-7.63,0,11.810,,0,V (Johnson),11.687,,0,6272.00,96.00,-96.00,0,1.22,0.05,-0.05,0,1.36,0.05,-0.05,0,2016-12-01,1,1590,31,-31,0,,,,,387.75260,25.42640,-25.42640,0,12.218,0.560,-0.560,0,SuperWASP,11.810,,0,10.782,0.021,0,10.540,0.024,0,10.494,0.017,0
HAT-P-24,b,HAT-P-24 b,Transit,0,1,3.35524000,0.00000700,-0.00000700,0,,,,0,0.070000,0.020000,-0.020000,0,88.600,0.700,-0.700,0,,,,0,0,0,0,0,07h15m18.01s,108.825058,+14d15m45.4s,14.262599,420.26,6.64,-6.64,0,420.26,6.64,-6.64,0,11.818,,0,V (Johnson),11.640,,0,6373.00,80.00,-80.00,0,1.37,0.69,-0.69,0,1.38,0.22,-0.22,0,2018-04-26,1,,,,0,,,,0,238.37250,79.45750,-79.45750,0,14.572,2.354,-2.354,0,HATNet,11.818,,0,10.797,0.022,0,10.589,0.024,0,10.543,0.020,0
K2-249,b,K2-249 b,Transit,0,1,12.40900000,0.00337000,-0.00284000,0,0.115100,0.003000,-0.003100,0,,,,0,,,,0,,,,0,0,0,1,0,12h13m28.00s,183.366669,-08d59m42.4s,-8.995114,528.30,16.90,-14.70,0,529.23,16.75,-16.75,0,11.827,0.211,0,V (Johnson),12.450,,0,6504.00,329.00,-419.00,0,1.32,0.09,-0.12,0,1.57,0.06,-0.06,0,2018-07-12,1,1061,66,-66,0,,,,0,,,,0,2.790,0.270,-0.220,0,K2,11.827,0.211,0,11.270,0.022,0,10.945,0.023,0,10.883,0.021,0
K2-225,b,K2-225 b,Transit,0,1,15.87209000,0.00387000,-0.00338000,0,0.134000,0.001000,-0.001000,0,,,,0,,,,0,,,,0,0,0,1,0,12h26m09.91s,186.541290,-09d37m29.3s,-9.624804,360.30,5.90,-5.70,0,361.41,5.88,-5.88,0,11.836,0.158,0,V (Johnson),11.520,,0,5742.00,49.00,-47.00,0,1.27,0.02,-0.04,0,1.70,0.04,-0.04,0,2018-07-12,1,902,13,-13,0,,,,0,,,,0,3.490,0.260,-0.200,0,K2,11.836,0.158,0,10.362,0.023,0,10.046,0.021,0,9.954,0.023,0
WASP-80,b,WASP-80 b,Transit,0,1,3.06785234,0.00000083,-0.00000079,0,0.034400,0.001000,-0.001100,0,0.002000,0.010000,-0.002000,0,89.020,0.110,-0.100,0,0.71700,0.03900,-0.03200,0,0,0,0,0,20h12m40.18s,303.167407,-02d08m39.1s,-2.144208,49.86,0.12,-0.12,0,49.86,0.12,-0.12,0,11.870,,0,V (Johnson),11.273,,0,4143.00,92.00,-94.00,0,0.58,0.05,-0.05,0,0.59,0.02,-0.02,0,2015-04-16,1,825,19,-19,0,,,,,170.99254,11.12405,-11.44188,0,11.198,0.336,-0.347,0,SuperWASP,11.870,,0,9.218,0.019,0,8.513,0.021,0,8.351,0.020,0
WASP-2,b,WASP-2 b,Transit,0,1,2.15217500,0.00001200,-0.00001100,0,0.031440,0.000880,-0.000870,0,,,,0,84.490,0.170,-0.180,0,0.91400,0.07400,-0.07100,0,0,0,0,1,20h30m54.13s,307.725542,+06d25m46.3s,6.429536,153.89,1.62,-1.62,0,153.89,1.62,-1.62,0,11.880,0.100,0,V (Johnson),11.564,,0,5180.00,190.00,-190.00,0,0.90,0.08,-0.07,0,0.87,0.03,-0.03,0,2019-09-26,1,1311,52,-50,0,492.0000,80.0000,-71.0000,0,295.89973,19.06980,-18.43414,0,12.117,0.460,-0.448,0,SuperWASP,11.880,0.100,0,10.166,0.027,0,9.752,0.026,0,9.632,0.024,0
WASP-25,b,WASP-25 b,Transit,0,1,3.76483000,0.00000500,-0.00000500,0,,,,0,0.000000,,,0,88.000,0.500,-0.500,0,,,,0,0,0,0,0,13h01m26.37s,195.359879,-27d31m19.9s,-27.522200,212.70,1.46,-1.46,0,212.70,1.46,-1.46,0,11.880,,0,V (Johnson),11.688,,0,5750.00,100.00,-100.00,0,0.67,0.22,-0.22,0,0.80,0.08,-0.08,0,2018-04-26,1,,,,0,,,,0,139.84520,31.78300,-31.78300,0,11.994,1.121,-1.121,0,SuperWASP,11.880,,0,10.596,0.027,0,10.268,0.023,0,10.174,0.021,0
K2-220,b,K2-220 b,Transit,0,1,13.68325600,0.00105000,-0.00110000,0,0.110400,0.001400,-0.001500,0,,,,0,,,,0,,,,0,0,0,1,0,00h51m04.77s,12.769862,+09d31m00.5s,9.516806,234.92,2.73,-2.73,0,235.06,2.74,-2.74,0,11.890,0.020,0,V (Johnson),11.721,,0,5660.00,92.00,-92.00,0,0.96,0.04,-0.04,0,1.02,0.02,-0.02,0,2018-10-26,1,758,15,-15,0,,,,0,,,,0,2.390,0.120,-0.120,0,K2,11.890,0.020,0,10.582,0.027,0,10.230,0.022,0,10.161,0.021,0
K2-132,b,K2-132 b,Transit,0,1,9.17510000,0.00230000,-0.00270000,0,,,,0,,,,0,,,,0,,,,0,0,0,1,1,12h08m39.94s,182.166397,-08d44m49.8s,-8.747175,620.41,17.92,-17.92,0,620.41,17.92,-17.92,0,11.897,0.030,0,V (Johnson),11.640,,0,4840.00,90.00,-90.00,0,1.08,0.08,-0.08,0,3.85,0.13,-0.13,0,2017-10-19,1,,,,0,,,,0,155.73670,19.06980,-19.06980,0,14.572,0.785,-0.785,0,K2,11.897,0.030,0,10.153,0.022,0,9.637,0.022,0,9.540,0.023,0
KELT-16,b,KELT-16 b,Transit,0,1,0.96899510,0.00000240,-0.00000240,0,0.020440,0.000240,-0.000260,0,0.000000,,,0,84.400,3.000,-2.300,0,1.20000,0.18000,-0.18000,0,0,0,0,0,20h57m04.44s,314.268494,+31d39m39.7s,31.661034,450.28,5.61,-5.61,0,450.28,5.61,-5.61,0,11.898,0.030,0,V (Johnson),11.796,,0,6236.00,54.00,-54.00,0,1.21,0.04,-0.05,0,1.36,0.06,-0.05,0,2017-02-09,1,2453,55,-47,0,,,,,874.03250,50.85280,-47.67450,0,15.861,0.942,-0.751,0,KELT,11.898,0.030,0,10.928,0.020,0,10.692,0.021,0,10.642,0.013,0
HAT-P-29,b,HAT-P-29 b,Transit,0,1,5.72319000,0.00004900,-0.00004900,0,,,,0,0.090000,0.050000,-0.050000,0,87.100,0.600,-0.600,0,,,,0,0,0,0,0,02h12m31.47s,33.131142,+51d46m43.5s,51.778759,316.36,4.41,-4.41,0,316.36,4.41,-4.41,0,11.900,,0,V (Johnson),11.734,,0,6087.00,88.00,-88.00,0,1.45,0.60,-0.60,0,1.30,0.14,-0.14,0,2018-04-26,1,,,,0,,,,0,279.69040,79.45750,-79.45750,0,13.115,1.457,-1.457,0,HATNet,11.900,,0,10.648,0.023,0,10.395,0.023,0,10.297,0.020,0
WASP-47,b,WASP-47 b,Transit,0,4,4.15912890,0.00000420,-0.00000420,0,,,,0,,,,0,88.980,0.200,-0.200,0,0.99300,0.02100,-0.02100,0,1,0,1,1,22h04m48.73s,331.203047,-12d01m08.0s,-12.018885,266.69,4.83,-4.83,0,266.69,4.83,-4.83,0,11.900,,0,V (Johnson),11.789,,0,5552.00,75.00,-75.00,0,1.04,0.03,-0.03,0,1.14,0.01,-0.01,0,2018-06-21,1,,,,0,,,,0,363.10000,7.30000,-7.30000,0,12.630,0.150,-0.150,0,SuperWASP,11.900,,0,10.613,0.022,0,10.310,0.021,0,10.192,0.026,0
WASP-47,d,WASP-47 d,Transit,0,4,9.03077000,0.00017000,-0.00017000,0,,,,0,0.014000,,,1,89.320,0.230,-0.230,0,1.58000,0.18000,-0.18000,0,1,0,1,1,22h04m48.73s,331.203047,-12d01m08.0s,-12.018885,266.69,4.83,-4.83,0,266.69,4.83,-4.83,0,11.900,,0,V (Johnson),11.789,,0,5552.00,75.00,-75.00,0,1.04,0.03,-0.03,0,1.14,0.01,-0.01,0,2018-06-21,1,,,,0,,,,0,13.10000,1.50000,-1.50000,0,3.576,0.046,-0.046,0,K2,11.900,,0,10.613,0.022,0,10.310,0.021,0,10.192,0.026,0
WASP-47,e,WASP-47 e,Transit,0,4,0.78959200,0.00001200,-0.00001200,0,,,,0,,,,0,85.980,0.750,-0.750,0,6.35000,0.64000,-0.64000,0,0,0,1,1,22h04m48.73s,331.203047,-12d01m08.0s,-12.018885,266.69,4.83,-4.83,0,266.69,4.83,-4.83,0,11.900,,0,V (Johnson),11.789,,0,5552.00,75.00,-75.00,0,1.04,0.03,-0.03,0,1.14,0.01,-0.01,0,2018-06-21,1,,,,0,,,,0,6.83000,0.66000,-0.66000,0,1.810,0.027,-0.027,0,K2,11.900,,0,10.613,0.022,0,10.310,0.021,0,10.192,0.026,0
WASP-6,b,WASP-6 b,Transit,0,1,3.36101000,0.00000280,-0.00000280,0,,,,0,0.050000,0.020000,-0.020000,0,88.470,0.560,-0.560,0,,,,0,0,0,0,0,23h12m37.74s,348.157246,-22d40m26.2s,-22.673937,198.23,1.63,-1.63,0,198.23,1.63,-1.63,0,11.900,,0,V (Johnson),11.976,,0,5450.00,100.00,-100.00,0,0.55,0.17,-0.17,0,0.73,0.07,-0.07,0,2018-09-06,1,,,,0,,,,0,117.59710,25.42640,-25.42640,0,11.545,1.121,-1.121,0,SuperWASP,11.900,,0,10.769,0.026,0,10.445,0.025,0,10.325,0.025,0
WASP-65,b,WASP-65 b,Transit,0,1,2.31142430,0.00000150,-0.00000150,0,0.033400,0.001600,-0.001700,0,0.000000,,,0,88.800,0.800,-0.700,0,1.50000,0.09000,-0.11000,0,0,0,0,0,08h53m17.83s,133.324304,+08d31m22.9s,8.523038,310.00,50.00,-50.00,0,275.86,2.73,-2.73,0,11.900,0.040,0,V (Johnson),11.751,,0,5600.00,100.00,-100.00,0,0.93,0.14,-0.14,0,1.01,0.05,-0.05,0,2014-05-14,1,1480,10,-10,0,,,,,492.62000,50.85000,-50.85000,0,12.464,0.661,-0.661,0,SuperWASP,11.900,0.040,0,10.669,0.019,0,10.440,0.031,0,10.346,0.019,0
HATS-33,b,HATS-33 b,Transit,0,1,2.54955510,0.00000610,-0.00000610,0,0.037270,0.000370,-0.000370,0,0.080000,,,1,87.620,0.920,-0.920,0,0.79000,0.19000,-0.19000,0,0,0,0,0,19h38m32.07s,294.633636,-55d19m48.4s,-55.330105,255.00,12.00,-12.00,0,250.23,2.16,-2.16,0,11.911,0.070,0,V (Johnson),11.708,,0,5659.00,85.00,-85.00,0,1.06,0.03,-0.03,0,1.02,0.05,-0.04,0,2016-12-01,1,1429,38,-38,0,,,,,378.85336,16.84499,-16.84499,0,13.787,1.255,-0.908,0,HATSouth,11.911,0.070,0,10.659,0.021,0,10.337,0.024,0,10.287,0.026,0
K2-110,b,K2-110 b,Transit,0,1,13.86387000,0.00032500,-0.00032900,0,0.102700,0.001100,-0.001100,0,,,,0,,,,0,,,,0,0,0,1,0,13h49m23.89s,207.349533,-12d17m04.2s,-12.284491,116.84,0.43,-0.43,0,116.87,0.43,-0.43,0,11.915,0.070,0,V (Johnson),11.663,,0,4950.00,58.00,-58.00,0,0.75,0.02,-0.02,0,0.71,0.01,-0.01,0,2018-10-26,1,575,8,-8,0,,,,0,,,,0,2.560,0.070,-0.070,0,K2,11.915,0.070,0,10.184,0.022,0,9.641,0.023,0,9.607,0.024,0
K2-241,b,K2-241 b,Transit,0,1,26.81990000,0.00245000,-0.00247000,0,0.156700,0.000700,-0.000800,0,,,,0,,,,0,,,,0,0,0,1,0,12h04m57.45s,181.239365,-06d48m17.7s,-6.804924,149.60,1.10,-1.00,0,150.10,1.09,-1.09,0,11.970,0.226,0,V (Johnson),11.756,,0,5262.00,43.00,-39.00,0,0.71,0.01,-0.01,0,0.75,0.01,-0.01,0,2018-07-12,1,507,5,-5,0,,,,0,,,,0,2.550,0.180,-0.100,0,K2,11.970,0.226,0,10.442,0.024,0,9.988,0.021,0,9.933,0.023,0
K2-159,b,K2-159 b,Transit,0,1,12.42205000,0.00180000,-0.00182000,0,0.101300,0.000800,-0.000900,0,,,,0,,,,0,,,,0,0,0,1,0,12h02m09.81s,180.540894,-03d34m50.6s,-3.580723,171.90,1.40,-1.30,0,171.83,1.42,-1.42,0,11.994,0.206,0,V (Johnson),11.640,,0,5425.00,44.00,-44.00,0,0.90,0.02,-0.03,0,0.83,0.01,-0.01,0,2018-07-12,1,684,8,-8,0,,,,0,,,,0,2.260,0.170,-0.110,0,K2,11.994,0.206,0,10.462,0.024,0,10.072,0.021,0,9.978,0.021,0
K2-182,b,K2-182 b,Transit,0,1,4.73683700,0.00007900,-0.00008100,0,0.052900,0.000300,-0.000300,0,,,,0,,,,0,,,,0,0,0,1,0,08h40m43.28s,130.180328,+10d58m58.6s,10.982941,155.90,1.19,-1.19,0,155.51,1.25,-1.25,0,11.997,0.060,0,V (Johnson),11.720,,0,5165.00,50.00,-50.00,0,0.88,0.02,-0.02,0,0.80,0.01,-0.01,0,2018-10-26,1,885,10,-10,0,,,,0,,,,0,2.760,0.070,-0.070,0,K2,11.997,0.060,0,10.408,0.021,0,9.994,0.022,0,9.913,0.023,0
HAT-P-5,b,HAT-P-5 b,Transit,0,1,2.78849000,0.00002500,-0.00002500,0,,,,0,0.000000,,,0,86.750,0.440,-0.440,0,,,,0,0,0,0,0,18h17m37.31s,274.405476,+36d37m17.1s,36.621410,306.01,1.82,-1.82,0,306.01,1.82,-1.82,0,12.000,,0,V (Johnson),11.822,,0,5960.00,100.00,-100.00,0,1.04,0.29,-0.29,0,1.12,0.09,-0.09,0,2018-05-24,1,,,,0,,,,0,311.47340,63.56600,-63.56600,0,13.563,1.121,-1.121,0,HATNet,12.000,,0,10.844,0.021,0,10.522,0.021,0,10.481,0.018,0
WASP-22,b,WASP-22 b,Transit,0,1,3.53269000,0.00001000,-0.00001000,0,,,,0,0.020000,0.010000,-0.010000,0,89.200,0.500,-0.500,0,,,,0,0,0,0,0,03h31m16.33s,52.818043,-23d49m10.9s,-23.819702,320.50,5.60,-5.60,0,320.50,5.60,-5.60,0,12.000,,0,V (Johnson),11.582,,0,6000.00,100.00,-100.00,0,1.46,0.63,-0.63,0,1.24,0.13,-0.13,0,2018-04-26,1,,,,0,,,,0,212.94610,60.38770,-60.38770,0,13.787,1.569,-1.569,0,SuperWASP,12.000,,0,10.634,0.021,0,10.392,0.023,0,10.318,0.020,0
WASP-45,b,WASP-45 b,Transit,0,1,3.12608900,0.00000300,-0.00000300,0,0.039630,0.001140,-0.001120,0,,,,0,85.020,0.200,-0.220,0,1.41800,0.20700,-0.20700,0,0,0,0,0,00h20m57.00s,5.237497,-35d59m53.7s,-35.998260,212.48,1.76,-1.76,0,212.48,1.76,-1.76,0,12.000,,0,V (Johnson),12.049,,0,5150.00,200.00,-200.00,0,0.85,0.08,-0.07,0,0.85,0.04,-0.04,0,2019-09-26,1,1153,50,-50,0,294.0000,54.0000,-48.0000,0,306.38812,18.43414,-17.79848,0,10.604,0.650,-0.572,0,SuperWASP,12.000,,0,10.753,0.024,0,10.365,0.026,0,10.294,0.021,0
WASP-52,b,WASP-52 b,Transit,0,1,1.74977980,0.00000120,-0.00000120,0,0.027200,0.000300,-0.000300,0,0.000000,,,0,85.350,0.200,-0.200,0,0.29000,0.03000,-0.03000,0,0,0,0,1,23h13m58.74s,348.494748,+08d45m40.5s,8.761262,140.00,20.00,-20.00,0,175.69,1.34,-1.34,0,12.000,,0,V (Johnson),11.954,,0,5000.00,100.00,-100.00,0,0.87,0.03,-0.03,0,0.79,0.02,-0.02,0,2014-05-14,1,1315,35,-35,0,,,,,146.20000,6.36000,-6.36000,0,14.240,0.340,-0.340,0,SuperWASP,12.000,,0,10.588,0.018,0,10.186,0.026,0,10.086,0.024,0
WASP-78,b,WASP-78 b,Transit,0,1,2.17518000,0.00000500,-0.00000500,0,,,,0,0.000000,,,0,83.200,1.950,-1.950,0,,,,0,0,0,0,0,04h15m01.50s,63.756240,-22d06m59.2s,-22.116434,771.13,17.37,-17.37,0,771.13,17.37,-17.37,0,12.000,,0,V (Johnson),12.188,,0,6100.00,150.00,-150.00,0,1.87,1.36,-1.36,0,2.46,0.58,-0.58,0,2018-04-26,1,,,,0,,,,0,352.79130,171.62820,-171.62820,0,21.633,5.044,-5.044,0,SuperWASP,12.000,,0,11.286,0.027,0,11.084,0.027,0,11.008,0.023,0
WASP-91,b,WASP-91 b,Transit,0,1,2.79858100,0.00000300,-0.00000300,0,0.037000,0.001000,-0.001000,0,0.000000,,,0,86.800,0.400,-0.400,0,1.59000,0.13000,-0.13000,0,0,0,0,0,23h51m22.89s,357.845367,-70d09m10.2s,-70.152832,150.59,0.52,-0.52,0,150.59,0.52,-0.52,0,12.000,,0,V (Johnson),11.624,,0,4920.00,80.00,-80.00,0,0.84,0.07,-0.07,0,0.86,0.03,-0.03,0,2017-08-17,1,1160,30,-30,0,,,,0,425.89220,25.42640,-25.42640,0,11.545,0.448,-0.448,0,SuperWASP-South,12.000,,0,,,,,,,,,
